,期数,红球_1,红球_2,红球_3,红球_4,红球_5,蓝球_1,蓝球_2,和值,平均值,尾数和值,奇号个数,偶号个数,奇偶偏差,奇号连续,偶号连续,大号个数,小号个数,大小偏差,尾号组数,AC值,连号个数,连号组数,首尾差,最大间距,同位相同,重号个数,斜号个数
1457,16137,07,20,23,29,34,02,10,113,22.60,23,3,2,1,1,0,4,1,3,5,6,0,0,27,13,0,2,2
1458,16138,12,13,16,29,35,05,11,105,21.00,25,3,2,1,1,0,2,3,-1,5,6,1,1,23,13,1,1,1
1459,16139,13,21,30,31,35,01,08,130,26.00,10,4,1,3,2,0,4,1,3,4,6,1,1,22,9,1,2,2
1460,16140,12,16,23,29,34,04,11,114,22.80,24,2,3,-1,1,1,3,2,1,5,5,0,0,22,7,0,0,3
1461,16141,02,06,07,19,28,11,12,62,12.40,32,2,3,-1,1,1,2,3,-1,5,6,1,1,26,12,0,0,1
1462,16142,01,06,17,23,26,06,12,73,14.60,23,3,2,1,1,0,2,3,-1,4,6,0,0,25,11,1,1,2
1463,16143,04,06,22,27,31,06,07,90,18.00,20,2,3,-1,1,2,3,2,1,5,6,0,0,27,16,1,1,2
1464,16144,04,05,13,22,31,05,10,75,15.00,15,3,2,1,1,0,2,3,-1,5,3,1,1,27,9,2,3,1
1465,16145,01,09,11,17,28,03,08,66,13.20,26,4,1,3,3,0,1,4,-3,4,5,0,0,27,11,0,0,0
1466,16146,21,22,25,29,34,01,11,131,26.20,21,3,2,1,1,0,5,0,5,5,5,1,1,13,5,0,0,1
1467,16147,07,19,20,28,30,04,12,104,20.80,24,2,3,-1,1,2,4,1,3,4,6,1,1,23,12,0,0,3
1468,16148,05,14,15,23,25,06,08,82,16.40,22,4,1,3,2,0,2,3,-1,3,4,1,1,20,9,0,0,0
1469,16149,01,02,03,12,33,04,09,51,10.20,11,3,2,1,0,0,1,4,-3,3,5,2,1,32,21,0,0,0
1470,16150,01,10,18,24,29,07,10,82,16.40,22,2,3,-1,0,2,3,2,1,5,6,0,0,28,9,1,1,1
1471,16151,04,07,11,14,21,05,12,57,11.40,17,3,2,1,1,0,1,4,-3,3,2,0,0,17,7,0,0,1
1472,16152,08,17,22,24,30,05,11,101,20.20,21,1,4,-3,0,2,3,2,1,5,6,0,0,22,9,0,0,2
1473,16153,13,18,25,29,35,03,11,120,24.00,30,4,1,3,2,0,4,1,3,4,6,0,0,22,7,0,0,3
1474,16154,06,16,17,21,29,04,06,89,17.80,29,3,2,1,2,1,2,3,-1,4,6,1,1,23,10,0,1,1
1475,17001,07,09,20,31,33,08,10,100,20.00,20,4,1,3,2,0,3,2,1,5,2,0,0,26,11,0,0,2
1476,17002,07,12,14,31,34,09,11,98,19.60,18,2,3,-1,0,1,2,3,-1,4,6,0,0,27,17,2,2,1
1477,17003,03,05,06,13,22,09,12,49,9.80,19,3,2,1,1,0,1,4,-3,4,6,1,1,19,9,0,0,2
1478,17004,05,08,11,28,31,06,07,83,16.60,23,3,2,1,0,0,2,3,-1,3,2,0,0,26,17,0,1,1
1479,17005,05,09,20,26,35,02,11,95,19.00,25,3,2,1,1,1,3,2,1,4,5,0,0,30,11,1,1,1
1480,17006,04,06,23,32,33,05,06,98,19.60,18,2,3,-1,0,1,3,2,1,4,6,1,1,29,17,0,0,2
1481,17007,08,11,17,25,27,02,04,88,17.60,28,4,1,3,3,0,2,3,-1,4,6,0,0,19,8,0,0,0
1482,17008,03,04,09,25,32,02,04,73,14.60,23,3,2,1,1,0,2,3,-1,5,6,1,1,29,16,1,1,1
1483,17009,05,06,08,12,22,03,04,53,10.60,23,1,4,-3,0,3,1,4,-3,4,6,1,1,17,10,0,0,2
1484,17010,04,10,13,18,35,01,02,80,16.00,20,2,3,-1,0,1,2,3,-1,5,6,0,0,31,17,0,0,2
1485,17011,05,15,21,29,34,06,09,104,20.80,24,4,1,3,3,0,3,2,1,4,6,0,0,29,10,0,0,2
1486,17012,04,05,24,26,35,07,12,94,18.80,24,2,3,-1,0,1,3,2,1,3,6,1,1,31,19,0,1,2
1487,17013,05,12,17,30,34,11,12,98,19.60,18,2,3,-1,0,1,2,3,-1,5,6,0,0,29,13,0,1,2
1488,17014,04,08,15,24,25,02,05,76,15.20,26,2,3,-1,0,1,2,3,-1,3,6,1,1,21,9,0,0,1
1489,17015,01,07,19,27,34,01,02,88,17.60,28,4,1,3,3,0,3,2,1,4,6,0,0,33,12,0,0,1
1490,17016,03,13,28,30,33,09,10,107,21.40,17,3,2,1,1,1,3,2,1,3,6,0,0,30,15,0,0,2
1491,17017,04,19,24,26,29,04,06,102,20.40,32,2,3,-1,0,1,4,1,3,3,5,0,0,25,15,0,0,2
1492,17018,06,07,10,17,23,01,09,63,12.60,23,3,2,1,1,0,1,4,-3,4,6,1,1,17,7,0,0,1
1493,17019,02,06,14,23,25,02,10,70,14.00,20,2,3,-1,1,2,2,3,-1,5,6,0,0,23,9,0,2,1
1494,17020,16,21,24,27,28,04,07,116,23.20,26,2,3,-1,0,0,4,1,3,5,5,1,1,12,5,0,0,1
1495,17021,01,15,17,20,26,06,08,79,15.80,19,3,2,1,2,1,2,3,-1,5,6,0,0,25,14,0,0,4
1496,17022,02,03,09,17,24,06,12,55,11.00,25,3,2,1,2,0,1,4,-3,5,4,1,1,22,8,0,1,1
1497,17023,05,08,12,24,34,07,10,83,16.60,23,1,4,-3,0,3,2,3,-1,4,6,0,0,29,12,0,1,1
1498,17024,21,23,29,32,35,11,12,140,28.00,20,4,1,3,2,0,5,0,5,5,4,0,0,14,6,0,0,2
1499,17025,10,16,19,20,34,04,05,99,19.80,19,1,4,-3,0,2,3,2,1,4,6,1,1,24,14,0,0,2
1500,17026,10,14,19,25,32,02,07,100,20.00,20,2,3,-1,1,1,3,2,1,5,6,0,0,22,7,2,2,1
1501,17027,08,17,25,33,34,03,11,117,23.40,27,3,2,1,2,0,3,2,1,5,3,1,1,26,9,0,1,1
1502,17028,06,18,22,23,33,09,11,102,20.40,22,2,3,-1,1,2,4,1,3,4,6,1,1,27,12,0,1,2
1503,17029,01,06,14,17,29,01,11,67,13.40,27,3,2,1,1,1,1,4,-3,5,6,0,0,28,12,0,1,1
1504,17030,21,22,24,29,34,05,06,130,26.00,20,2,3,-1,0,1,5,0,5,4,5,1,1,13,5,0,1,0
1505,17031,02,16,17,30,32,02,09,97,19.40,17,1,4,-3,0,2,2,3,-1,4,4,1,1,30,14,0,0,1
1506,17032,02,13,14,18,29,03,09,76,15.20,26,2,3,-1,0,1,2,3,-1,5,4,1,1,27,11,1,1,2
1507,17033,15,22,23,25,34,05,11,119,23.80,19,3,2,1,1,0,4,1,3,4,6,1,1,19,9,0,0,1
1508,17034,06,12,21,26,29,02,11,94,18.80,24,2,3,-1,0,1,3,2,1,4,6,0,0,23,9,0,0,2
1509,17035,14,17,22,30,33,07,12,116,23.20,16,2,3,-1,0,1,3,2,1,5,3,0,0,19,8,0,0,2
1510,17036,01,04,09,18,33,02,05,65,13.00,25,3,2,1,0,0,2,3,-1,5,6,0,0,32,15,1,1,1
1511,17037,13,15,16,32,34,06,11,110,22.00,20,2,3,-1,1,2,2,3,-1,5,4,1,1,21,16,0,0,2
1512,17038,04,05,13,18,27,03,09,67,13.40,27,3,2,1,1,0,2,3,-1,5,4,1,1,23,9,0,1,0
1513,17039,05,06,14,17,26,03,08,68,13.60,28,2,3,-1,0,1,1,4,-3,4,4,1,1,21,9,0,1,5
1514,17040,04,06,10,23,29,09,11,72,14.40,22,2,3,-1,1,2,2,3,-1,5,4,0,0,25,13,1,1,2
1515,17041,02,04,06,25,31,05,09,68,13.60,18,2,3,-1,1,2,2,3,-1,5,5,0,0,29,19,0,2,0
1516,17042,02,17,31,33,34,01,07,117,23.40,17,3,2,1,2,0,3,2,1,5,6,1,1,32,15,1,2,0
1517,17043,06,13,22,25,35,09,12,101,20.20,21,3,2,1,1,0,3,2,1,4,6,0,0,29,10,0,0,1
1518,17044,11,16,17,18,25,02,09,87,17.40,27,3,2,1,0,0,2,3,-1,5,4,2,1,14,7,0,1,0
1519,17045,01,08,11,21,35,09,12,76,15.20,16,4,1,3,2,0,2,3,-1,3,5,0,0,34,14,0,1,0
1520,17046,04,17,20,23,30,02,03,94,18.80,14,2,3,-1,0,0,3,2,1,4,4,0,0,26,13,0,0,1
1521,17047,15,19,32,33,34,09,12,133,26.60,23,3,2,1,1,0,4,1,3,5,5,2,1,19,13,0,0,1
1522,17048,07,09,13,15,19,03,10,63,12.60,33,5,0,5,4,0,1,4,-3,4,2,0,0,12,4,0,2,0
1523,17049,09,12,14,22,31,05,08,88,17.60,18,2,3,-1,0,2,2,3,-1,4,6,0,0,22,9,0,1,2
1524,17050,12,14,17,20,28,02,06,91,18.20,21,1,4,-3,0,2,2,3,-1,5,4,0,0,16,8,0,2,0
1525,17051,14,17,18,22,29,10,11,100,20.00,30,2,3,-1,0,1,3,2,1,5,5,1,1,15,7,0,2,2
1526,17052,03,19,24,28,33,04,12,107,21.40,27,3,2,1,1,1,4,1,3,4,4,0,0,30,16,0,0,2
1527,17053,06,19,20,22,26,01,11,93,18.60,23,1,4,-3,0,2,4,1,3,4,6,1,1,20,13,1,1,1
1528,17054,16,29,30,32,33,04,05,140,28.00,20,2,3,-1,0,1,4,1,3,5,4,2,2,17,13,0,0,0
1529,17055,19,20,22,30,33,03,09,124,24.80,14,2,3,-1,0,2,5,0,5,4,4,1,1,14,8,1,2,2
1530,17056,01,04,24,27,32,03,10,88,17.60,18,2,3,-1,0,1,3,2,1,4,4,0,0,31,20,0,0,1
1531,17057,12,16,19,23,24,02,05,94,18.80,24,2,3,-1,1,1,3,2,1,5,4,1,1,12,4,0,1,1
1532,17058,14,18,20,21,28,03,06,101,20.20,21,1,4,-3,0,2,4,1,3,4,5,1,1,14,7,0,0,2
1533,17059,08,11,13,15,17,03,10,64,12.80,24,4,1,3,3,0,0,5,-5,5,3,0,0,9,3,0,0,3
1534,17060,09,15,20,26,31,05,12,101,20.20,21,3,2,1,1,1,3,2,1,5,2,0,0,22,6,0,1,1
1535,17061,10,19,23,25,30,02,04,107,21.40,17,3,2,1,2,0,4,1,3,4,6,0,0,20,9,0,0,4
1536,17062,01,04,06,08,28,08,12,47,9.40,27,1,4,-3,0,3,1,4,-3,4,5,0,0,27,20,0,0,0
1537,17063,18,21,22,24,29,05,11,114,22.80,24,2,3,-1,0,1,5,0,5,5,5,1,1,11,5,0,0,1
1538,17064,01,08,20,27,30,03,04,86,17.20,16,2,3,-1,0,1,3,2,1,4,4,0,0,29,12,0,0,2
1539,17065,05,11,12,19,28,05,12,75,15.00,25,3,2,1,1,0,2,3,-1,5,5,1,1,23,9,0,0,2
1540,17066,11,15,23,26,30,02,11,105,21.00,15,3,2,1,2,1,3,2,1,5,4,0,0,19,8,0,1,1
1541,17067,10,17,18,32,35,10,11,112,22.40,22,2,3,-1,0,1,3,2,1,5,6,1,1,25,14,0,0,1
1542,17068,07,08,19,24,27,06,07,85,17.00,35,3,2,1,0,0,3,2,1,4,6,1,1,20,11,0,0,1
1543,17069,10,16,20,23,32,08,11,101,20.20,11,1,4,-3,0,2,3,2,1,4,6,0,0,22,9,0,0,2
1544,17070,06,16,18,26,30,02,03,96,19.20,26,0,5,-5,0,4,3,2,1,3,4,0,0,24,10,1,1,0
1545,17071,01,04,11,14,33,05,07,63,12.60,13,3,2,1,0,0,1,4,-3,3,4,0,0,32,19,0,0,0
1546,17072,01,03,29,32,34,02,05,99,19.80,19,3,2,1,2,1,3,2,1,5,4,0,0,33,26,1,1,3
1547,17073,07,18,28,31,33,01,02,117,23.40,27,3,2,1,1,1,4,1,3,4,6,0,0,26,11,0,0,3
1548,17074,08,10,11,13,17,08,11,59,11.80,19,3,2,1,2,1,0,5,-5,5,4,1,1,9,4,0,0,2
1549,17075,05,11,16,18,35,01,06,85,17.00,25,3,2,1,1,1,2,3,-1,4,6,0,0,30,17,0,1,3
1550,17076,02,07,25,30,35,07,12,99,19.80,19,3,2,1,1,0,3,2,1,4,2,0,0,33,18,1,1,0
1551,17077,01,03,04,25,31,06,09,64,12.80,14,4,1,3,2,0,2,3,-1,4,6,1,1,30,21,0,1,3
1552,17078,04,05,27,31,34,03,06,101,20.20,21,3,2,1,2,0,3,2,1,4,6,1,1,30,22,0,2,2
1553,17079,01,17,19,32,33,02,11,102,20.40,22,4,1,3,2,0,3,2,1,5,5,1,1,32,16,0,0,2
1554,17080,08,10,21,30,31,02,05,100,20.00,10,2,3,-1,0,1,3,2,1,3,6,1,1,23,11,0,0,1
1555,17081,02,12,15,20,34,01,06,83,16.60,13,1,4,-3,0,2,2,3,-1,4,6,0,0,32,14,0,0,1
1556,17082,05,13,20,21,25,08,09,84,16.80,14,4,1,3,2,0,3,2,1,4,5,1,1,20,8,0,1,2
1557,17083,02,05,14,22,34,03,09,77,15.40,17,1,4,-3,0,2,2,3,-1,3,4,0,0,32,12,0,1,2
1558,17084,06,11,14,21,31,09,12,83,16.60,13,3,2,1,1,0,2,3,-1,3,5,0,0,25,10,1,1,2
1559,17085,09,13,14,25,30,02,05,91,18.20,21,3,2,1,1,0,2,3,-1,5,4,1,1,21,11,1,1,2
1560,17086,12,15,18,22,31,01,08,98,19.60,18,2,3,-1,0,1,3,2,1,4,5,0,0,19,9,0,0,3
1561,17087,03,14,21,29,35,02,06,102,20.40,22,4,1,3,2,0,3,2,1,5,6,0,0,32,11,0,0,2
1562,17088,05,28,31,34,35,08,09,133,26.60,23,3,2,1,0,0,4,1,3,4,5,1,1,30,23,1,1,2
1563,17089,03,05,06,15,18,03,10,47,9.40,27,3,2,1,1,0,1,4,-3,4,4,1,1,15,9,0,1,1
1564,17090,03,06,15,22,35,09,11,81,16.20,21,3,2,1,0,0,2,3,-1,4,6,0,0,32,13,1,3,1
1565,17091,01,05,07,16,19,03,12,48,9.60,28,4,1,3,2,0,1,4,-3,5,6,0,0,18,9,0,0,3
1566,17092,03,07,09,17,34,04,05,70,14.00,30,4,1,3,3,0,1,4,-3,4,6,0,0,31,17,0,1,1
1567,17093,05,06,17,21,29,02,04,78,15.60,28,4,1,3,2,0,2,3,-1,5,5,1,1,24,11,0,1,1
1568,17094,03,05,08,29,33,04,08,78,15.60,28,4,1,3,2,0,2,3,-1,4,6,0,0,30,21,0,2,1
1569,17095,15,32,33,34,35,03,12,149,29.80,19,3,2,1,0,0,4,1,3,4,3,3,1,20,17,0,1,2
1570,17096,03,07,09,17,28,04,12,64,12.80,34,4,1,3,3,0,1,4,-3,4,6,0,0,25,11,0,0,0
1571,17097,07,14,19,22,34,07,12,96,19.20,26,2,3,-1,0,1,3,2,1,4,4,0,0,27,12,0,1,0
1572,17098,06,09,17,30,35,10,11,97,19.40,27,3,2,1,1,0,2,3,-1,5,6,0,0,29,13,0,0,2
1573,17099,08,09,17,18,24,03,07,76,15.20,36,2,3,-1,1,1,2,3,-1,4,4,2,2,16,8,2,2,2
1574,17100,02,05,18,19,31,01,09,75,15.00,25,3,2,1,1,0,3,2,1,5,5,1,1,29,13,0,1,2
1575,17101,05,15,21,25,29,05,08,95,19.00,25,5,0,5,4,0,3,2,1,3,4,0,0,24,10,0,1,0
1576,17102,01,12,23,24,29,08,12,89,17.80,19,3,2,1,0,0,3,2,1,5,5,1,1,28,11,1,1,1
1577,17103,04,19,20,24,29,03,04,96,19.20,26,2,3,-1,0,1,4,1,3,3,5,1,1,25,15,2,2,1
1578,17104,09,11,22,27,30,09,11,99,19.80,19,3,2,1,1,0,3,2,1,5,6,0,0,21,11,0,0,1
1579,17105,04,15,22,24,32,02,09,97,19.40,17,1,4,-3,0,2,3,2,1,3,6,0,0,28,11,1,1,0
1580,17106,09,12,18,23,29,02,04,91,18.20,31,3,2,1,1,1,3,2,1,4,4,0,0,20,6,0,0,1
1581,17107,04,10,19,25,27,06,12,85,17.00,25,3,2,1,2,1,3,2,1,5,4,0,0,23,9,0,0,2
1582,17108,01,04,15,21,22,04,09,63,12.60,13,3,2,1,1,0,2,3,-1,4,6,1,1,21,11,0,1,0
1583,17109,06,09,19,26,34,05,07,94,18.80,34,2,3,-1,1,1,3,2,1,3,6,0,0,28,10,0,0,0
1584,17110,10,14,20,21,35,02,05,100,20.00,10,2,3,-1,1,2,3,2,1,4,6,1,1,25,14,0,0,3
1585,17111,02,14,17,26,34,08,12,93,18.60,23,1,4,-3,0,2,2,3,-1,4,5,0,0,32,12,1,1,1
1586,17112,05,06,20,31,32,06,12,94,18.80,14,2,3,-1,0,1,3,2,1,5,4,2,2,27,14,0,0,0
1587,17113,05,08,17,18,23,04,12,71,14.20,31,3,2,1,0,0,2,3,-1,4,6,1,1,18,9,1,1,1
1588,17114,06,07,12,18,23,01,12,66,13.20,26,2,3,-1,0,1,2,3,-1,5,3,1,1,17,6,2,2,3
1589,17115,14,19,20,25,31,06,08,109,21.80,19,3,2,1,1,0,4,1,3,5,2,1,1,17,6,0,0,1
1590,17116,02,27,30,32,33,01,03,124,24.80,14,2,3,-1,0,1,4,1,3,4,5,1,1,31,25,0,0,2
1591,17117,05,07,09,24,32,08,10,77,15.40,27,3,2,1,2,1,2,3,-1,5,5,0,0,27,15,0,1,1
1592,17118,02,07,16,20,33,03,11,78,15.60,18,2,3,-1,0,1,2,3,-1,5,5,0,0,31,13,1,1,1
1593,17119,05,07,13,29,35,03,08,89,17.80,29,5,0,5,4,0,2,3,-1,4,4,0,0,30,16,1,1,0
1594,17120,08,15,24,26,27,05,06,100,20.00,30,2,3,-1,0,1,3,2,1,5,6,1,1,19,9,0,0,1
1595,17121,01,06,12,26,31,01,07,76,15.20,16,2,3,-1,0,2,2,3,-1,3,4,0,0,30,14,1,1,1
1596,17122,03,12,18,29,34,03,11,96,19.20,26,2,3,-1,0,1,3,2,1,5,6,0,0,31,11,0,1,0
1597,17123,03,15,23,26,32,01,12,99,19.80,19,3,2,1,2,1,3,2,1,4,6,0,0,29,12,1,1,0
1598,17124,03,29,30,32,35,03,08,129,25.80,19,3,2,1,1,1,4,1,3,5,5,1,1,32,26,1,2,0
1599,17125,07,11,18,26,28,04,05,90,18.00,30,2,3,-1,1,2,3,2,1,4,6,0,0,21,8,0,0,1
1600,17126,03,04,13,24,33,01,11,77,15.40,17,3,2,1,0,0,2,3,-1,2,4,1,1,30,11,0,0,0
1601,17127,02,15,18,21,22,03,10,78,15.60,18,2,3,-1,0,0,3,2,1,4,5,1,1,20,13,0,0,1
1602,17128,09,11,13,18,33,02,03,84,16.80,24,4,1,3,2,0,2,3,-1,4,5,0,0,24,15,0,1,0
1603,17129,05,17,20,32,33,04,09,107,21.40,17,3,2,1,1,1,3,2,1,5,4,1,1,28,12,1,1,2
1604,17130,05,18,28,33,34,03,04,118,23.60,28,2,3,-1,0,1,4,1,3,4,6,1,1,29,13,1,2,3
1605,17131,03,05,08,19,34,01,12,69,13.80,29,3,2,1,1,0,2,3,-1,5,6,0,0,31,15,1,2,2
1606,17132,11,17,23,26,27,01,10,104,20.80,24,4,1,3,2,0,3,2,1,4,5,1,1,16,6,0,0,0
1607,17133,15,17,19,32,33,01,03,116,23.20,26,4,1,3,2,0,3,2,1,5,5,1,1,18,13,1,1,0
1608,17134,07,18,19,32,34,02,10,110,22.00,30,2,3,-1,0,1,4,1,3,5,6,1,1,27,13,2,2,3
1609,17135,01,12,15,19,22,02,04,69,13.80,19,3,2,1,1,0,2,3,-1,4,4,0,0,21,11,0,1,1
1610,17136,01,11,20,21,22,03,04,75,15.00,5,3,2,1,1,0,3,2,1,3,4,2,1,21,10,2,2,3
1611,17137,01,20,22,28,29,05,07,100,20.00,20,2,3,-1,0,2,4,1,3,5,6,1,1,28,19,1,3,2
1612,17138,04,07,09,20,25,02,11,65,13.00,25,3,2,1,1,0,2,3,-1,5,4,0,0,21,11,0,1,0
1613,17139,02,06,19,25,32,09,12,84,16.80,24,2,3,-1,1,1,3,2,1,4,5,0,0,30,13,0,1,2
1614,17140,10,16,25,26,29,01,05,106,21.20,26,2,3,-1,0,1,3,2,1,4,6,1,1,19,9,0,1,1
1615,17141,02,08,21,22,29,03,05,82,16.40,22,2,3,-1,0,1,3,2,1,4,6,1,1,27,13,1,1,0
1616,17142,01,05,16,19,28,02,10,69,13.80,29,3,2,1,1,0,2,3,-1,5,6,0,0,27,11,0,0,2
1617,17143,06,09,24,29,32,02,07,100,20.00,30,2,3,-1,0,0,3,2,1,4,4,0,0,26,15,0,0,2
1618,17144,03,21,23,29,32,10,11,108,21.60,18,4,1,3,3,0,4,1,3,4,6,0,0,29,18,2,2,1
1619,17145,04,07,17,18,19,03,10,65,13.00,35,3,2,1,1,0,2,3,-1,4,5,2,1,15,10,0,0,1
1620,17146,01,05,11,14,35,09,10,66,13.20,16,4,1,3,2,0,1,4,-3,3,6,0,0,34,21,0,0,1
1621,17147,05,16,17,25,34,01,11,97,19.40,27,3,2,1,1,0,2,3,-1,4,5,1,1,29,11,0,1,1
1622,17148,19,27,31,32,35,11,12,144,28.80,24,4,1,3,2,0,5,0,5,5,4,1,1,16,8,0,0,1
1623,17149,10,18,19,25,26,04,12,98,19.60,28,2,3,-1,1,1,4,1,3,5,3,2,2,16,8,0,1,2
1624,17150,03,06,10,13,18,09,11,50,10.00,20,2,3,-1,0,1,1,4,-3,4,4,0,0,15,5,0,2,1
1625,17151,05,06,23,28,32,04,05,94,18.80,24,2,3,-1,0,1,3,2,1,5,6,1,1,27,17,1,1,1
1626,17152,02,04,07,23,28,02,08,64,12.80,24,2,3,-1,1,1,2,3,-1,5,4,0,0,26,16,0,2,2
1627,17153,01,09,24,26,34,09,12,94,18.80,24,2,3,-1,1,2,3,2,1,4,4,0,0,33,15,0,0,2
1628,18001,01,13,22,25,35,03,04,96,19.20,16,4,1,3,2,0,3,2,1,4,5,0,0,34,12,1,1,2
1629,18002,12,20,23,27,34,01,06,116,23.20,16,2,3,-1,1,1,4,1,3,5,4,0,0,22,8,0,0,3
1630,18003,04,21,23,24,30,09,10,102,20.40,12,2,3,-1,1,1,4,1,3,4,6,1,1,26,17,1,1,2
1631,18004,04,09,22,28,30,01,10,93,18.60,23,1,4,-3,0,2,3,2,1,5,6,0,0,26,13,2,2,1
1632,18005,04,09,23,24,30,08,11,90,18.00,20,2,3,-1,1,1,3,2,1,4,6,1,1,26,14,3,3,1
1633,18006,19,20,30,32,33,03,05,134,26.80,14,2,3,-1,0,2,5,0,5,4,4,2,2,14,10,0,1,0
1634,18007,03,04,28,31,34,04,11,100,20.00,20,2,3,-1,0,1,3,2,1,4,5,1,1,31,24,0,0,2
1635,18008,09,15,17,20,22,10,11,83,16.60,23,3,2,1,2,1,2,3,-1,5,4,0,0,13,6,0,0,0
1636,18009,10,12,28,30,34,03,04,114,22.80,14,0,5,-5,0,4,3,2,1,4,4,0,0,24,16,0,0,1
1637,18010,24,25,26,28,29,04,12,132,26.40,32,2,3,-1,0,1,5,0,5,5,1,3,2,5,2,0,1,1
1638,18011,03,13,15,23,26,01,10,80,16.00,20,4,1,3,3,0,2,3,-1,3,5,0,0,23,10,0,1,2
1639,18012,03,22,24,29,34,07,11,112,22.40,22,2,3,-1,0,1,4,1,3,4,5,0,0,31,19,1,1,2
1640,18013,08,24,31,33,35,07,10,131,26.20,21,3,2,1,2,1,4,1,3,5,5,0,0,27,16,0,1,2
1641,18014,14,16,18,24,31,01,08,103,20.60,23,1,4,-3,0,3,3,2,1,4,5,0,0,17,7,0,2,0
1642,18015,04,13,15,18,29,05,11,79,15.80,29,3,2,1,1,0,2,3,-1,5,4,0,0,25,11,0,1,2
1643,18016,01,02,12,13,23,09,12,51,10.20,11,3,2,1,1,1,1,4,-3,3,2,2,2,22,10,0,1,1
1644,18017,04,19,21,23,31,04,09,98,19.60,18,4,1,3,3,0,4,1,3,4,5,0,0,27,15,0,1,0
1645,18018,06,08,13,24,28,06,12,79,15.80,29,1,4,-3,0,2,2,3,-1,4,6,0,0,22,11,0,0,1
1646,18019,10,11,19,21,28,05,12,89,17.80,19,3,2,1,2,0,3,2,1,4,5,1,1,18,8,1,1,0
1647,18020,01,10,13,14,21,09,12,59,11.80,9,3,2,1,0,0,1,4,-3,4,6,1,1,20,9,0,2,1
1648,18021,05,06,08,09,15,04,11,43,8.60,33,3,2,1,1,1,0,5,-5,4,4,2,2,10,6,0,0,2
1649,18022,02,10,19,33,35,05,06,99,19.80,19,3,2,1,2,1,3,2,1,5,6,0,0,33,14,0,0,1
1650,18023,12,13,18,21,29,02,08,93,18.60,23,3,2,1,1,0,3,2,1,5,5,1,1,17,8,0,0,1
1651,18024,02,16,24,30,32,04,07,104,20.80,14,0,5,-5,0,4,3,2,1,4,4,0,0,30,14,0,0,1
1652,18025,07,08,09,15,34,07,08,73,14.60,33,3,2,1,1,0,1,4,-3,5,5,2,1,27,19,0,0,1
1653,18026,01,02,03,04,30,03,05,40,8.00,10,2,3,-1,0,1,1,4,-3,5,3,3,1,29,26,0,0,0
1654,18027,01,18,20,21,26,04,11,86,17.20,16,2,3,-1,0,1,4,1,3,4,6,1,1,25,17,1,1,1
1655,18028,04,19,25,30,35,04,07,113,22.60,23,3,2,1,1,0,4,1,3,4,5,0,0,31,15,0,0,2
1656,18029,03,09,21,25,29,01,08,87,17.40,27,5,0,5,4,0,3,2,1,4,5,0,0,26,12,0,1,2
1657,18030,05,18,21,28,32,09,11,104,20.80,24,2,3,-1,0,1,4,1,3,4,6,0,0,27,13,1,1,1
1658,18031,03,08,13,17,23,05,11,64,12.80,24,4,1,3,2,0,1,4,-3,3,4,0,0,20,6,0,0,1
1659,18032,07,10,17,32,35,05,12,101,20.20,21,3,2,1,0,0,2,3,-1,4,4,0,0,28,15,0,1,1
1660,18033,02,03,19,23,34,04,09,81,16.20,21,3,2,1,2,0,3,2,1,4,6,1,1,32,16,0,0,1
1661,18034,08,11,22,27,32,03,07,100,20.00,20,2,3,-1,0,0,3,2,1,4,5,0,0,24,11,0,0,1
1662,18035,05,07,10,12,24,07,11,58,11.60,18,2,3,-1,1,2,1,4,-3,5,4,0,0,19,12,0,0,3
1663,18036,11,17,18,21,27,07,08,94,18.80,24,4,1,3,2,0,3,2,1,3,4,1,1,16,6,0,0,1
1664,18037,01,03,27,30,31,02,11,92,18.40,12,4,1,3,2,0,3,2,1,4,6,1,1,30,24,0,1,0
1665,18038,14,23,25,31,32,01,03,125,25.00,15,3,2,1,2,0,4,1,3,5,5,1,1,18,9,0,1,2
1666,18039,02,07,14,29,32,10,11,84,16.80,24,2,3,-1,0,0,2,3,-1,4,6,0,0,30,15,1,2,1
1667,18040,05,07,18,27,31,01,08,88,17.60,28,4,1,3,2,0,3,2,1,4,5,0,0,26,11,1,1,1
1668,18041,01,23,25,31,33,01,12,113,22.60,13,5,0,5,4,0,4,1,3,3,4,0,0,32,22,0,1,0
1669,18042,03,19,25,29,35,05,09,111,22.20,31,5,0,5,4,0,4,1,3,3,3,0,0,32,16,1,1,0
1670,18043,03,06,13,28,33,04,11,83,16.60,23,3,2,1,0,0,2,3,-1,3,6,0,0,30,15,1,1,1
1671,18044,02,04,06,18,21,05,08,51,10.20,21,1,4,-3,0,3,2,3,-1,5,5,0,0,19,12,0,1,2
1672,18045,02,05,20,30,35,05,09,92,18.40,12,2,3,-1,0,1,3,2,1,3,5,0,0,33,15,1,1,2
1673,18046,10,20,22,29,32,05,10,113,22.60,13,1,4,-3,0,2,4,1,3,3,4,0,0,22,10,0,1,1
1674,18047,03,08,10,14,20,04,08,55,11.00,15,1,4,-3,0,3,1,4,-3,4,5,0,0,17,6,0,2,0
1675,18048,02,03,11,20,25,02,07,61,12.20,11,3,2,1,1,0,2,3,-1,5,5,1,1,23,9,0,2,2
1676,18049,04,07,09,10,13,06,12,43,8.60,23,3,2,1,1,0,0,5,-5,5,3,1,1,9,3,0,0,2
